##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	reverse.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	12820854
Total Bases	1.9 Gbp
Sequences flagged as poor quality	0
Sequence length	151
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	38.813552357744655	40.0	40.0	40.0	40.0	40.0
2	39.30708437987048	40.0	40.0	40.0	40.0	40.0
3	39.399232843615565	40.0	40.0	40.0	40.0	40.0
4	39.3878975612701	40.0	40.0	40.0	40.0	40.0
5	39.40642534420874	40.0	40.0	40.0	40.0	40.0
6	39.430760384604646	40.0	40.0	40.0	40.0	40.0
7	39.48598759489813	40.0	40.0	40.0	40.0	40.0
8	39.49218530996453	40.0	40.0	40.0	40.0	40.0
9	39.47339233408321	40.0	40.0	40.0	40.0	40.0
10-14	39.504043615191314	40.0	40.0	40.0	40.0	40.0
15-19	39.536820589330475	40.0	40.0	40.0	40.0	40.0
20-24	39.550012066278896	40.0	40.0	40.0	40.0	40.0
25-29	39.39323221370433	40.0	40.0	40.0	40.0	40.0
30-34	39.34632279565776	40.0	40.0	40.0	40.0	40.0
35-39	39.333940625172076	40.0	40.0	40.0	40.0	40.0
40-44	39.32724525214935	40.0	40.0	40.0	40.0	40.0
45-49	39.319202199791064	40.0	40.0	40.0	40.0	40.0
50-54	39.29457242083873	40.0	40.0	40.0	40.0	40.0
55-59	39.266343474467455	40.0	40.0	40.0	40.0	40.0
60-64	39.24744317344227	40.0	40.0	40.0	40.0	40.0
65-69	39.22640601008326	40.0	40.0	40.0	40.0	40.0
70-74	39.20055063414652	40.0	40.0	40.0	40.0	40.0
75-79	39.168813060346835	40.0	40.0	40.0	40.0	40.0
80-84	39.12036015697551	40.0	40.0	40.0	40.0	40.0
85-89	39.09324651852366	40.0	40.0	40.0	40.0	40.0
90-94	39.06316090956188	40.0	40.0	40.0	40.0	40.0
95-99	39.02581980888324	40.0	40.0	40.0	40.0	40.0
100-104	38.97213854864894	40.0	40.0	40.0	40.0	40.0
105-109	38.92618719470637	40.0	40.0	40.0	40.0	40.0
110-114	38.89871392342507	40.0	40.0	40.0	40.0	40.0
115-119	38.85262357718137	40.0	40.0	40.0	40.0	40.0
120-124	38.797002851760105	40.0	40.0	40.0	40.0	40.0
125-129	38.709707574862016	40.0	40.0	40.0	40.0	40.0
130-134	38.67626927192213	40.0	40.0	40.0	40.0	40.0
135-139	38.595513746588175	40.0	40.0	40.0	40.0	40.0
140-144	38.49984589170113	40.0	40.0	40.0	40.0	40.0
145-149	38.37077954401478	40.0	40.0	40.0	40.0	40.0
150-151	37.928964560395116	40.0	40.0	40.0	32.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.11844420056207383
1101	2	0.06183799276782054
1101	3	0.05979696615286656
1101	4	0.13911988723120317
1101	5	0.06961285501165548
1101	6	0.07659861841697335
1101	7	0.08531865179964626
1101	8	0.03949383956921082
1101	9	0.10952159936868355
1101	10-14	0.04342449463129583
1101	15-19	0.013702248876441558
1101	20-24	0.045225785946968244
1101	25-29	0.08595122719687254
1101	30-34	0.08703748524392552
1101	35-39	0.07965558966930075
1101	40-44	0.10349116009778214
1101	45-49	0.11212980502111236
1101	50-54	0.10023957398639283
1101	55-59	0.12777333935042634
1101	60-64	0.13411649170876672
1101	65-69	0.15947256608080806
1101	70-74	0.14903044038418756
1101	75-79	0.19614631210833267
1101	80-84	0.23149059184453336
1101	85-89	0.24568049306348172
1101	90-94	0.2316408379136874
1101	95-99	0.2782619566985147
1101	100-104	0.3173719221579461
1101	105-109	0.29812670770197514
1101	110-114	0.2925755130566543
1101	115-119	0.3050145061713394
1101	120-124	0.3337111001821427
1101	125-129	0.35390974740134595
1101	130-134	0.35293745217400385
1101	135-139	0.3544853536961199
1101	140-144	0.38223994175741893
1101	145-149	0.3975559593986375
1101	150-151	0.513568870577771
1102	1	0.1384023184788603
1102	2	0.040687540747775586
1102	3	0.035406611517174724
1102	4	0.1648938261333015
1102	5	0.2599674906999567
1102	6	0.07942707780326685
1102	7	0.005563361207222783
1102	8	0.14057153707614845
1102	9	0.12486247299035114
1102	10-14	0.04603979804939229
1102	15-19	0.0760448079965741
1102	20-24	0.08400836799442146
1102	25-29	0.14585622637399354
1102	30-34	0.13651577522911396
1102	35-39	0.08779773904872457
1102	40-44	0.11761234573529578
1102	45-49	0.11762396252725438
1102	50-54	0.18864413901997068
1102	55-59	0.20142065588931501
1102	60-64	0.18388988580328203
1102	65-69	0.2275571701589243
1102	70-74	0.17329231123074607
1102	75-79	0.25687170070937526
1102	80-84	0.22498649727501174
1102	85-89	0.24170339768242144
1102	90-94	0.35390814548595273
1102	95-99	0.3321627222666734
1102	100-104	0.32870868702239164
1102	105-109	0.3122338191435077
1102	110-114	0.33952793886918187
1102	115-119	0.375130107531092
1102	120-124	0.4284454213575657
1102	125-129	0.5184577557323564
1102	130-134	0.4584512454535812
1102	135-139	0.3296584719817872
1102	140-144	0.4948196624300252
1102	145-149	0.49407429841650696
1102	150-151	0.6044263182677341
1103	1	0.04632796044064946
1103	2	-0.018479430166188138
1103	3	-0.11044954036307075
1103	4	0.06281277465465962
1103	5	0.08985674468559779
1103	6	-0.08557231370214424
1103	7	-0.04924983095536817
1103	8	-9.703882007201514E-4
1103	9	0.19634841676544568
1103	10-14	-0.011072286653053709
1103	15-19	0.057751026811224904
1103	20-24	0.08984869901547654
1103	25-29	0.08097975077462394
1103	30-34	0.11381405927438948
1103	35-39	0.11050553994930112
1103	40-44	0.14953397163282034
