##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	reverse.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	13083441
Total Bases	1.9 Gbp
Sequences flagged as poor quality	0
Sequence length	151
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	38.61101953224691	40.0	40.0	40.0	40.0	40.0
2	39.2365088052906	40.0	40.0	40.0	40.0	40.0
3	39.319427358597785	40.0	40.0	40.0	40.0	40.0
4	39.314178127909926	40.0	40.0	40.0	40.0	40.0
5	39.341035741285495	40.0	40.0	40.0	40.0	40.0
6	39.3595586971348	40.0	40.0	40.0	40.0	40.0
7	39.43333072698535	40.0	40.0	40.0	40.0	40.0
8	39.431942560065046	40.0	40.0	40.0	40.0	40.0
9	39.41874098717608	40.0	40.0	40.0	40.0	40.0
10-14	39.45595994203666	40.0	40.0	40.0	40.0	40.0
15-19	39.49479467977881	40.0	40.0	40.0	40.0	40.0
20-24	39.51019934281815	40.0	40.0	40.0	40.0	40.0
25-29	39.338759673391735	40.0	40.0	40.0	40.0	40.0
30-34	39.28948679479657	40.0	40.0	40.0	40.0	40.0
35-39	39.27903031014547	40.0	40.0	40.0	40.0	40.0
40-44	39.27095038682866	40.0	40.0	40.0	40.0	40.0
45-49	39.26519165714891	40.0	40.0	40.0	40.0	40.0
50-54	39.23826782266225	40.0	40.0	40.0	40.0	40.0
55-59	39.208429128086415	40.0	40.0	40.0	40.0	40.0
60-64	39.19119399858187	40.0	40.0	40.0	40.0	40.0
65-69	39.167846562689434	40.0	40.0	40.0	40.0	40.0
70-74	39.14246427984809	40.0	40.0	40.0	40.0	40.0
75-79	39.11082214533623	40.0	40.0	40.0	40.0	40.0
80-84	39.06159696061609	40.0	40.0	40.0	40.0	40.0
85-89	39.03383570117372	40.0	40.0	40.0	40.0	40.0
90-94	39.00219763287044	40.0	40.0	40.0	40.0	40.0
95-99	38.96323555859655	40.0	40.0	40.0	40.0	40.0
100-104	38.906786463897376	40.0	40.0	40.0	40.0	40.0
105-109	38.86340231136442	40.0	40.0	40.0	40.0	40.0
110-114	38.83406654258615	40.0	40.0	40.0	40.0	40.0
115-119	38.79082299526554	40.0	40.0	40.0	40.0	40.0
120-124	38.73958060421566	40.0	40.0	40.0	40.0	40.0
125-129	38.65857830520274	40.0	40.0	40.0	40.0	40.0
130-134	38.63635161422748	40.0	40.0	40.0	40.0	40.0
135-139	38.574068335692424	40.0	40.0	40.0	40.0	40.0
140-144	38.50055703235869	40.0	40.0	40.0	40.0	40.0
145-149	38.404631105838284	40.0	40.0	40.0	40.0	40.0
150-151	38.016184427323054	40.0	40.0	40.0	32.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.14416632796290685
1101	2	-0.04444310639122051
1101	3	0.008805160263030132
1101	4	0.08848231364534342
1101	5	0.10913964430633172
1101	6	0.042142970372580635
1101	7	0.037540334606681824
1101	8	0.01352095872408654
1101	9	0.0829315711385874
1101	10-14	0.04248883386154034
1101	15-19	0.03178259913775605
1101	20-24	0.01562733711920572
1101	25-29	0.04228347360044182
1101	30-34	0.044693264459283455
1101	35-39	0.03884171669628245
1101	40-44	0.04562642133634398
1101	45-49	0.10280037690923649
1101	50-54	0.0884297689901814
1101	55-59	0.10467960257000186
1101	60-64	0.10419192401156607
1101	65-69	0.15137357181752975
1101	70-74	0.12402788038998125
1101	75-79	0.15505993780092808
1101	80-84	0.2093181629758547
1101	85-89	0.204681184294067
1101	90-94	0.24299355094107256
1101	95-99	0.25380972197864793
1101	100-104	0.2601274786871173
1101	105-109	0.2947648386750501
1101	110-114	0.28154356240984413
1101	115-119	0.2798462528729644
1101	120-124	0.3399502902830349
1101	125-129	0.3731546496580691
1101	130-134	0.3116233482173101
1101	135-139	0.3433562520280091
1101	140-144	0.37763274963451465
1101	145-149	0.4080292114984658
1101	150-151	0.4529735862269959
1102	1	0.04069478386244896
1102	2	-0.042502149975916836
1102	3	-0.09857666317010683
1102	4	0.16778301919761418
1102	5	0.09090256223946369
1102	6	0.05367868121993524
1102	7	0.1046503209907641
1102	8	-0.020303946033230602
1102	9	0.07910982967604951
1102	10-14	-0.025839021011996977
1102	15-19	-0.025527706326492705
1102	20-24	-0.03383524660495141
1102	25-29	-0.006230809363145795
1102	30-34	-0.00846590428186289
1102	35-39	-0.0050531243825346905
1102	40-44	7.10042346128148E-4
1102	45-49	0.10653340858345217
1102	50-54	0.05653860008399647
1102	55-59	0.060867282224513986
1102	60-64	0.06857803852284405
1102	65-69	0.08018706120674324
1102	70-74	0.14652096927856917
1102	75-79	0.15768684781205877
1102	80-84	0.19515622979014324
1102	85-89	0.1824188096224404
1102	90-94	0.25807421495790805
1102	95-99	0.23212189791286164
1102	100-104	0.18063181790233784
1102	105-109	0.23574772937634236
1102	110-114	0.31799365799636803
1102	115-119	0.21233294640471456
1102	120-124	0.4592199130257413
1102	125-129	0.40123507986616147
1102	130-134	0.35705135575420854
1102	135-139	0.45457013201535545
1102	140-144	0.49020031348493376
1102	145-149	0.5846376781257092
1102	150-151	0.6257341798261393
1103	1	0.08426659358366351
1103	2	0.16442737344584657
1103	3	-0.07816466008037537
1103	4	0.0906435901996474
1103	5	0.13608709822154452
1103	6	-0.008463274823142797
1103	7	0.03319861619369391
1103	8	0.021448919970808333
1103	9	0.10887388253645724
1103	10-14	-0.006256822866099299
1103	15-19	0.014626181247102465
1103	20-24	0.004532128030916738
1103	25-29	0.08586273404760192
1103	30-34	0.1087040343243757
1103	35-39	0.0740659921959832
1103	40-44	0.1423165732705911
1103	45-49	0.12422651382618
1103	50-54	0.1512558640542352
1103	55-59	0.18901926977743955
1103	60-64	0.12963567850506053
1103	65-69	0.10727451723681725
1103	70-74	0.16817344968239212
1103	75-79	0.1922770941670109
1103	80-84	0.24591850732976184
1103	85-89	0.26545006522677284
1103	90-94	0.2801031744101792
1103	95-99	0.30355104216769746
1103	100-104	0.27880225486743626
1103	105-109	0.2564435017862934
1103	110-114	0.2679180669608314
1103	115-119	0.2659565352141584
1103	120-124	0.23998784391998385
1103	125-129	0.35988583606292224
1103	130-134	0.31421734626555775
1103	135-139	0.24009763230287007
1103	140-144	0.2753615574697008
1103	145-149	0.3396929360319163
1103	150-151	0.4333332930910814
1104	1	0.16230375185367762
1104	2	0.1495091839260354
1104	3	0.11737382122615259
1104	4	0.19926020579601555
1104	5	0.12558991961052612
1104	6	0.15502788642179866
1104	7	0.05115793853765638
1104	8	0.10654488639725912
1104	9	0.06701758063585572
1104	10-14	0.10903408182952745
1104	15-19	0.057287760484456385
1104	20-24	0.07445605615355078
1104	25-29	0.13644153802259495
1104	30-34	0.10666836569547655
1104	35-39	0.10863681657295388
1104	40-44	0.06792999397877963
1104	45-49	0.11026500493297675
1104	50-54	0.06831891899454945
1104	55-59	0.11436263858774964
1104	60-64	0.13190481135534782
1104	65-69	0.10736859983349945
1104	70-74	0.15943666099146725
1104	75-79	0.20971408387237744
1104	80-84	0.20286526572695607
1104	85-89	0.21254881493004518
1104	90-94	0.1946932508740673
1104	95-99	0.22775322392569564
1104	100-104	0.2439777559334857
1104	105-109	0.23968948204201013
1104	110-114	0.3136669491855386
1104	115-119	0.29917013102051015
1104	120-124	0.313764977057744
1104	125-129	0.32177715759673475
1104	130-134	0.24105035618995885
1104	135-139	0.31621358910327757
1104	140-144	0.3389753309876369
1104	145-149	0.38896364345900025
1104	150-151	0.6058023732376867
1105	1	0.3007876321905911
1105	2	-0.03010903620608474
1105	3	0.07105762411123351
1105	4	0.18200492578497318
1105	5	0.13879792928376133
1105	6	0.2640965487091407
1105	7	0.07488951025373325
1105	8	0.035361706628663114
1105	9	0.26351782885250685
1105	10-14	0.12263528315693151
1105	15-19	0.14141923909354404
1105	20-24	0.17693570959779237
1105	25-29	0.14559700404162612
1105	30-34	0.1893971421418783
1105	35-39	0.1562083925735962
1105	40-44	0.20273013322729128
1105	45-49	0.23970053349025022
1105	50-54	0.22188514340300003
1105	55-59	0.16180864374158688
1105	60-64	0.22215729197694145
1105	65-69	0.25339991426940145
1105	70-74	0.22266009923495744
1105	75-79	0.27824313757987085
1105	80-84	0.32812630518825614
1105	85-89	0.33354044560014273
1105	90-94	0.28942442503151966
1105	95-99	0.3564808097561212
1105	100-104	0.38728507286597846
1105	105-109	0.3681023167997637
1105	110-114	0.401212900164289
1105	115-119	0.3377144485071213
1105	120-124	0.42110300281872526
1105	125-129	0.49551810180874867
1105	130-134	0.43087590417199095
1105	135-139	0.45403599781413817
1105	140-144	0.4577815015917679
1105	145-149	0.6017406419120306
1105	150-151	0.731158167603077
1106	1	0.15868085008381172
1106	2	0.004832476182237144
1106	3	0.009181722235332757
1106	4	0.093120949241424
1106	5	0.21280732414422232
1106	6	-0.001872564919551678
1106	7	0.0975943704054032
1106	8	0.19833858790342163
1106	9	0.15410516114197037
1106	10-14	0.09351686493211986
1106	15-19	0.02815038029276451
1106	20-24	0.039523655930416624
1106	25-29	0.07630542564366749
1106	30-34	0.12473987033567369
1106	35-39	0.007909599168421266
1106	40-44	0.043206630725066475
1106	45-49	0.08837180548066925
1106	50-54	-0.014085259716338783
1106	55-59	0.07859449618701575
1106	60-64	0.045854200269587864
1106	65-69	0.12931210609649213
1106	70-74	0.13753210193674903
1106	75-79	0.19329296718289157
1106	80-84	0.21728709239159372
1106	85-89	0.18694427108906808
1106	90-94	0.18211817100186067
1106	95-99	0.24111536196514294
1106	100-104	0.27335206497553344
1106	105-109	0.2693818599516504
1106	110-114	0.314127824483478
1106	115-119	0.3385976881988668
1106	120-124	0.29399115485581717
1106	125-129	0.39998477461585225
1106	130-134	0.4702660364983018
1106	135-139	0.45088816692162226
1106	140-144	0.49428219239033666
1106	145-149	0.50697855293717
1106	150-151	0.5537267101716097
1107	1	0.17245874683484885
1107	2	0.12832434138552884
1107	3	0.18242741193324008
1107	4	0.1476614645939307
1107	5	0.1251668613382364
1107	6	0.1485159819212143
1107	7	0.030230123853144164
1107	8	-0.028077045183046323
1107	9	0.1510816540085287
1107	10-14	0.06887004697112076
1107	15-19	0.032947382166597095
1107	20-24	0.0903544263814311
1107	25-29	0.06637797950385504
1107	30-34	0.07532884746306223
1107	35-39	0.10298827023709833
1107	40-44	0.15036505353620555
1107	45-49	0.15745148782206542
1107	50-54	0.10707488820708022
1107	55-59	0.1812674684365092
1107	60-64	0.19332457097044653
1107	65-69	0.20536964949694436
1107	70-74	0.23386586159093525
1107	75-79	0.27777921089961666
1107	80-84	0.2272573689052777
1107	85-89	0.27427413436897297
1107	90-94	0.24110130654214856
1107	95-99	0.3042574854395568
1107	100-104	0.29943830076069844
1107	105-109	0.3852208891298403
1107	110-114	0.37126417775473897
1107	115-119	0.39603099872898895
1107	120-124	0.3944410720702507
1107	125-129	0.41156928033152695
1107	130-134	0.4211208792057377
1107	135-139	0.47256890217638414
1107	140-144	0.4679634035381355
1107	145-149	0.31562481568960976
1107	150-151	0.5373020549462026
1108	1	0.3166967230996818
1108	2	0.12167771427747454
1108	3	-0.005381769828154859
1108	4	0.022327298447777366
1108	5	0.05983113366803394
1108	6	0.11570680015981338
1108	7	0.042395957706986565
1108	8	0.1340528736177049
1108	9	0.2133115103483192
1108	10-14	0.08757242048768177
1108	15-19	0.04415038029276275
1108	20-24	0.073603021009788
1108	25-29	0.121503838342079
1108	30-34	0.07043034652614466
1108	35-39	0.13060007535889895
1108	40-44	0.16850028151871754
1108	45-49	0.14458609119495236
1108	50-54	0.11966077202969672
1108	55-59	0.173380210472736
1108	60-64	0.23143356534895787
1108	65-69	0.25747083625522293
1108	70-74	0.22596860987325584
1108	75-79	0.16438820527812936
1108	80-84	0.20030296540746662
1108	85-89	0.3328331599779588
1108	90-94	0.21161817100186653
1108	95-99	0.3407899651397486
1108	100-104	0.3134314300548908
1108	105-109	0.3507390028087869
1108	110-114	0.36325480861046344
1108	115-119	0.33251038661157395
1108	120-124	0.3988879802526384
1108	125-129	0.432976838107912
1108	130-134	0.4025200047522617
1108	135-139	0.36895959549305246
1108	140-144	0.4973060019141471
1108	145-149	0.4368118862705046
1108	150-151	0.7151354403303429
1109	1	0.09242665010698659
1109	2	0.06617920730998605
1109	3	0.09848518438550968
1109	4	0.013448731758991528
1109	5	0.1712893287576165
1109	6	0.07784515450619978
1109	7	0.06323703269039527
1109	8	0.030542588282600036
1109	9	0.11615822567678435
1109	10-14	0.11242477616119828
1109	15-19	0.11160094432727163
1109	20-24	0.13905292147428838
1109	25-29	0.20368996972894138
1109	30-34	0.12951959669204882
1109	35-39	0.1539607256575053
1109	40-44	0.2084528362632483
1109	45-49	0.133990537114002
1109	50-54	0.13794212571249886
1109	55-59	0.2742710532066397
1109	60-64	0.215881143318434
1109	65-69	0.28129432663345
1109	70-74	0.23668825154545203
1109	75-79	0.17080691795231218
1109	80-84	0.26737529453819064
1109	85-89	0.30883116926794685
1109	90-94	0.27410489960172413
1109	95-99	0.2676847892937033
1109	100-104	0.35236905447427347
1109	105-109	0.38384351508483405
1109	110-114	0.38413138458922447
1109	115-119	0.3807024901284919
1109	120-124	0.4608080200668354
1109	125-129	0.41349143664806576
