##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	reverse.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	12944042
Total Bases	1.9 Gbp
Sequences flagged as poor quality	0
Sequence length	151
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	38.54085192245204	40.0	40.0	40.0	40.0	40.0
2	39.20768443118463	40.0	40.0	40.0	40.0	40.0
3	39.29735827494997	40.0	40.0	40.0	40.0	40.0
4	39.2981204789045	40.0	40.0	40.0	40.0	40.0
5	39.331777817160976	40.0	40.0	40.0	40.0	40.0
6	39.35385082959403	40.0	40.0	40.0	40.0	40.0
7	39.4240763433864	40.0	40.0	40.0	40.0	40.0
8	39.42447745456945	40.0	40.0	40.0	40.0	40.0
9	39.41142697157503	40.0	40.0	40.0	40.0	40.0
10-14	39.44852793277401	40.0	40.0	40.0	40.0	40.0
15-19	39.48459110376805	40.0	40.0	40.0	40.0	40.0
20-24	39.498079533425496	40.0	40.0	40.0	40.0	40.0
25-29	39.31545175765035	40.0	40.0	40.0	40.0	40.0
30-34	39.26262680544454	40.0	40.0	40.0	40.0	40.0
35-39	39.24941485820271	40.0	40.0	40.0	40.0	40.0
40-44	39.24368357272017	40.0	40.0	40.0	40.0	40.0
45-49	39.23599546416799	40.0	40.0	40.0	40.0	40.0
50-54	39.209807508350174	40.0	40.0	40.0	40.0	40.0
55-59	39.180753678024224	40.0	40.0	40.0	40.0	40.0
60-64	39.16250546776656	40.0	40.0	40.0	40.0	40.0
65-69	39.139058139644476	40.0	40.0	40.0	40.0	40.0
70-74	39.11178981032354	40.0	40.0	40.0	40.0	40.0
75-79	39.07970348056658	40.0	40.0	40.0	40.0	40.0
80-84	39.031990594591704	40.0	40.0	40.0	40.0	40.0
85-89	39.001864765271925	40.0	40.0	40.0	40.0	40.0
90-94	38.97198624664537	40.0	40.0	40.0	40.0	40.0
95-99	38.93509678043381	40.0	40.0	40.0	40.0	40.0
100-104	38.8836959583413	40.0	40.0	40.0	40.0	40.0
105-109	38.8382589920521	40.0	40.0	40.0	40.0	40.0
110-114	38.8103534274688	40.0	40.0	40.0	40.0	40.0
115-119	38.768019479541245	40.0	40.0	40.0	40.0	40.0
120-124	38.715950550840304	40.0	40.0	40.0	40.0	40.0
125-129	38.636573336211356	40.0	40.0	40.0	40.0	40.0
130-134	38.61617321699049	40.0	40.0	40.0	40.0	40.0
135-139	38.55453617965702	40.0	40.0	40.0	40.0	40.0
140-144	38.484221018442305	40.0	40.0	40.0	40.0	40.0
145-149	38.3897782779135	40.0	40.0	40.0	40.0	40.0
150-151	37.99446610262853	40.0	40.0	40.0	32.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.16635903386308115
1101	2	0.005034117705996266
1101	3	0.023076033283984998
1101	4	0.10646275509957093
1101	5	0.10162496437950352
1101	6	0.019807851015443134
1101	7	-0.0071763906438135905
1101	8	0.01882161579762709
1101	9	0.04381634065492079
1101	10-14	0.052035324024970464
1101	15-19	0.02427804679541623
1101	20-24	0.03899125595579278
1101	25-29	0.08724397325622135
1101	30-34	0.09718362465949326
1101	35-39	0.08202195913073496
1101	40-44	0.08469030349763784
1101	45-49	0.09054324746901443
1101	50-54	0.10626635385553129
1101	55-59	0.12962000319498657
1101	60-64	0.12330696515158479
1101	65-69	0.16398491741176713
1101	70-74	0.16126580105720478
1101	75-79	0.20899831474435615
1101	80-84	0.22888526500322826
1101	85-89	0.21353071366229415
1101	90-94	0.23268313837703403
1101	95-99	0.26965782905068636
1101	100-104	0.2930333995106338
1101	105-109	0.31214915308631674
1101	110-114	0.322282462305175
1101	115-119	0.283450212337641
1101	120-124	0.3886173463029152
1101	125-129	0.4169037926534216
1101	130-134	0.35914654065692986
1101	135-139	0.3627329212355406
1101	140-144	0.3863845096697389
1101	145-149	0.4436017585228953
1101	150-151	0.5026173644616918
1102	1	0.08911326387966056
1102	2	0.16972650958609137
1102	3	0.026891367397418264
1102	4	0.19100015570756312
1102	5	0.22053892011930998
1102	6	0.0807668119069902
1102	7	0.0030973775756848454
1102	8	0.04197370411831969
1102	9	0.1998349431372759
1102	10-14	0.0978434840098501
1102	15-19	0.12311846853032904
1102	20-24	0.12032386879551638
1102	25-29	0.17876554847137527
1102	30-34	0.22232138190717166
1102	35-39	0.22230206456678303
1102	40-44	0.158881298240928
1102	45-49	0.1659202236112094
1102	50-54	0.26950181291591946
1102	55-59	0.2749162860656753
1102	60-64	0.28295819299020053
1102	65-69	0.2857049898543451
1102	70-74	0.2353379004221594
1102	75-79	0.33281261781193194
1102	80-84	0.39803419005664153
1102	85-89	0.4250769875345455
1102	90-94	0.41807428675545566
1102	95-99	0.46087550117671583
1102	100-104	0.5064974186806523
1102	105-109	0.4553485116086051
1102	110-114	0.5111497214207006
1102	115-119	0.517463532799944
1102	120-124	0.5382540535790028
1102	125-129	0.6145149708624942
1102	130-134	0.5963114246282757
1102	135-139	0.5658772860009833
1102	140-144	0.5960816817477976
1102	145-149	0.6539152359410139
1102	150-151	0.7675130163508825
1103	1	-0.05077320443461275
1103	2	2.85586216037359E-4
1103	3	-0.09572915176203622
1103	4	-0.19407223845681187
1103	5	-0.08366301196638659
1103	6	-0.14545885003312975
1103	7	-0.14707307741711162
1103	8	-0.0993441137428448
1103	9	-0.0848697721280871
1103	10-14	-0.043558104803899766
1103	15-19	-0.07147074674685427
1103	20-24	-0.030920806946333812
1103	25-29	-0.11367380812993133
1103	30-34	-0.019825484948974292
1103	35-39	-0.008757748208289229
