##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	forward.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	13754101
Total Bases	2 Gbp
Sequences flagged as poor quality	0
Sequence length	151
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	38.96232898100719	40.0	40.0	40.0	40.0	40.0
2	39.17061013293417	40.0	40.0	40.0	40.0	40.0
3	39.30422933494526	40.0	40.0	40.0	40.0	40.0
4	39.223308742607024	40.0	40.0	40.0	40.0	40.0
5	39.235372926227605	40.0	40.0	40.0	40.0	40.0
6	39.29257608330781	40.0	40.0	40.0	40.0	40.0
7	39.196030914706824	40.0	40.0	40.0	40.0	40.0
8	39.17260488344531	40.0	40.0	40.0	40.0	40.0
9	39.171464714414995	40.0	40.0	40.0	40.0	40.0
10-14	39.173557762881046	40.0	40.0	40.0	40.0	40.0
15-19	39.479097528802505	40.0	40.0	40.0	40.0	40.0
20-24	39.56106985109386	40.0	40.0	40.0	40.0	40.0
25-29	39.41807264611479	40.0	40.0	40.0	40.0	40.0
30-34	39.37291491461347	40.0	40.0	40.0	40.0	40.0
35-39	39.418536100614645	40.0	40.0	40.0	40.0	40.0
40-44	39.4165181133976	40.0	40.0	40.0	40.0	40.0
45-49	39.41128022834789	40.0	40.0	40.0	40.0	40.0
50-54	39.37060665760706	40.0	40.0	40.0	40.0	40.0
55-59	39.26035096005184	40.0	40.0	40.0	40.0	40.0
60-64	39.21955640721266	40.0	40.0	40.0	40.0	40.0
65-69	39.28769119842874	40.0	40.0	40.0	40.0	40.0
70-74	39.30645464941693	40.0	40.0	40.0	40.0	40.0
75-79	39.28799350826346	40.0	40.0	40.0	40.0	40.0
80-84	39.250544081361625	40.0	40.0	40.0	40.0	40.0
85-89	39.224850624551905	40.0	40.0	40.0	40.0	40.0
90-94	39.202693654787026	40.0	40.0	40.0	40.0	40.0
95-99	39.16363595119739	40.0	40.0	40.0	40.0	40.0
100-104	39.13820600852066	40.0	40.0	40.0	40.0	40.0
105-109	39.11128670641578	40.0	40.0	40.0	40.0	40.0
110-114	39.05818059646355	40.0	40.0	40.0	40.0	40.0
115-119	39.0224801170211	40.0	40.0	40.0	40.0	40.0
120-124	38.99507566506891	40.0	40.0	40.0	40.0	40.0
125-129	38.94752493092787	40.0	40.0	40.0	40.0	40.0
130-134	38.91999088853571	40.0	40.0	40.0	40.0	40.0
135-139	38.87743517369837	40.0	40.0	40.0	40.0	40.0
140-144	38.84449907703891	40.0	40.0	40.0	40.0	40.0
145-149	38.7950788786559	40.0	40.0	40.0	40.0	40.0
150-151	38.473590749406306	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.04979336142727675
1101	2	-0.12079324118871426
1101	3	-0.025906939839167364
1101	4	-0.05410894217411055
1101	5	-0.10465205980422354
1101	6	-0.11067304362133967
1101	7	-0.014061057887808204
1101	8	-0.06106423463901933
1101	9	-0.09144205258097315
1101	10-14	-0.14092357987806992
1101	15-19	-0.05643128267287523
1101	20-24	-0.011901709544446248
1101	25-29	0.0021614706691366337
1101	30-34	0.012612254604917439
1101	35-39	0.012826778517251114
1101	40-44	0.017212224227016293
1101	45-49	-0.01007535265876669
1101	50-54	-0.00296562951811552
1101	55-59	-0.00998442870280769
1101	60-64	-0.0331721140278205
1101	65-69	0.013227794288582118
1101	70-74	-0.002566896288946907
1101	75-79	-0.006815377697328984
1101	80-84	0.03275970686142671
1101	85-89	-0.006889373755086581
1101	90-94	0.012975560880477133
1101	95-99	0.013882956898086718
1101	100-104	0.002545084360193073
1101	105-109	0.037551211622876224
1101	110-114	0.06968184998808624
1101	115-119	0.06931900900165289
1101	120-124	0.02092459269879754
1101	125-129	0.059197782590203474
1101	130-134	0.049640953591456594
1101	135-139	0.09041949967633656
1101	140-144	0.11185671598164504
1101	145-149	0.11349512568301634
1101	150-151	0.1652028710257838
1102	1	-0.06995860211496563
1102	2	-0.08024402076167547
1102	3	0.02679729720397006
1102	4	0.06535466175696314
1102	5	-0.11617960782642456
1102	6	-0.04157462714104554
1102	7	0.2058262696266837
1102	8	-0.03421807834507007
1102	9	0.06910116189667548
1102	10-14	0.05683373028989536
1102	15-19	0.05585357640266153
1102	20-24	0.07957333693890689
1102	25-29	0.16195416021212594
1102	30-34	0.1354400651504335
1102	35-39	0.11801865927779431
1102	40-44	0.1037826828618762
1102	45-49	0.07475917202987148
1102	50-54	0.11086458970893176
1102	55-59	0.13847351566779054
1102	60-64	0.09553542305848595
1102	65-69	0.15252003075528364
1102	70-74	0.1291792178769029
1102	75-79	0.1789843851374613
1102	80-84	0.12093773086762383
1102	85-89	0.16441713533057367
1102	90-94	0.17468294625561498
1102	95-99	0.25635915379260865
1102	100-104	0.20017042196698753
1102	105-109	0.2702273990282933
1102	110-114	0.27833201077951486
1102	115-119	0.3192482078579033
1102	120-124	0.3101297632108384
1102	125-129	0.28848411883139846
1102	130-134	0.30651259663057573
1102	135-139	0.3963770608629815
1102	140-144	0.36576213248657297
1102	145-149	0.40310679668218796
1102	150-151	0.360433724314845
1103	1	-0.08377338582833715
1103	2	-0.23753724537613152
1103	3	-0.25742206847007765
1103	4	-0.1503472987935197
1103	5	-0.3004239834796252
1103	6	-0.19043534805783224
1103	7	-0.41243764031089114
1103	8	-0.3402646962836826
1103	9	-0.2366512989362093
1103	10-14	-0.4307958040110407
1103	15-19	-0.10888169048362073
1103	20-24	-0.09135817712547833
1103	25-29	-0.1567718215123719
1103	30-34	-0.09964287357180268
1103	35-39	-0.013456979180588746
1103	40-44	-0.06510298178246643
1103	45-49	-0.008474568585171482
1103	50-54	0.01928818256634912
1103	55-59	-0.02076909603654542
1103	60-64	-0.08197209235743941
1103	65-69	0.018790645354819446
1103	70-74	0.009784823756064043
1103	75-79	0.08111897857623518
1103	80-84	0.09175509342453125
1103	85-89	0.18507213177783655
1103	90-94	0.17422581021293126
1103	95-99	0.11288879558676257
1103	100-104	0.09942267327919296
1103	105-109	0.1739134724450011
1103	110-114	0.1915612297228364
1103	115-119	0.18330071887637445
1103	120-124	0.2013888914391586
1103	125-129	0.11971836958376514
1103	130-134	0.2535534523362415
1103	135-139	0.23060310138577478
1103	140-144	0.2642901213033113
1103	145-149	0.3046357179901946
1103	150-151	0.3838549900847994
1104	1	0.08203604182109103
1104	2	-0.05429399143144309
1104	3	0.11667466293496176
1104	4	-0.08843999147432413
1104	5	0.05955305122568433
1104	6	0.126901469665043
1104	7	0.16792307319705913
1104	8	0.058670189186806
1104	9	0.03632290470260813
1104	10-14	0.05810918698101375
1104	15-19	-0.030001842529706835
1104	20-24	0.04788990745016264
1104	25-29	-0.007966214812846317
1104	30-34	0.01347228946199408
1104	35-39	0.07603045919917406
1104	40-44	0.0546998334458948
1104	45-49	0.06853400380499863
1104	50-54	0.030614824287951592
