##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	forward.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	15724980
Total Bases	2.3 Gbp
Sequences flagged as poor quality	0
Sequence length	151
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	38.78896278405441	40.0	40.0	40.0	40.0	40.0
2	39.24680858099661	40.0	40.0	40.0	40.0	40.0
3	39.363131145476814	40.0	40.0	40.0	40.0	40.0
4	39.268284220393284	40.0	40.0	40.0	40.0	40.0
5	39.22576168618338	40.0	40.0	40.0	40.0	40.0
6	39.22122991571372	40.0	40.0	40.0	40.0	40.0
7	39.189783643603995	40.0	40.0	40.0	40.0	40.0
8	39.21891003994918	40.0	40.0	40.0	40.0	40.0
9	39.18630230372312	40.0	40.0	40.0	40.0	40.0
10-14	39.17504836254164	40.0	40.0	40.0	40.0	40.0
15-19	39.46651617998879	40.0	40.0	40.0	40.0	40.0
20-24	39.5446069374969	40.0	40.0	40.0	40.0	40.0
25-29	39.38600430652376	40.0	40.0	40.0	40.0	40.0
30-34	39.337830687225036	40.0	40.0	40.0	40.0	40.0
35-39	39.379028857270406	40.0	40.0	40.0	40.0	40.0
40-44	39.37456820930774	40.0	40.0	40.0	40.0	40.0
45-49	39.36330350817616	40.0	40.0	40.0	40.0	40.0
50-54	39.32273597804258	40.0	40.0	40.0	40.0	40.0
55-59	39.2030129386492	40.0	40.0	40.0	40.0	40.0
60-64	39.157767145013864	40.0	40.0	40.0	40.0	40.0
65-69	39.23042377160416	40.0	40.0	40.0	40.0	40.0
70-74	39.24949365913343	40.0	40.0	40.0	40.0	40.0
75-79	39.229931255874405	40.0	40.0	40.0	40.0	40.0
80-84	39.19026450908045	40.0	40.0	40.0	40.0	40.0
85-89	39.16378862167075	40.0	40.0	40.0	40.0	40.0
90-94	39.138793435667324	40.0	40.0	40.0	40.0	40.0
95-99	39.09644550263339	40.0	40.0	40.0	40.0	40.0
100-104	39.06620414143611	40.0	40.0	40.0	40.0	40.0
105-109	39.038766472199015	40.0	40.0	40.0	40.0	40.0
110-114	38.98095445590392	40.0	40.0	40.0	40.0	40.0
115-119	38.94115156903221	40.0	40.0	40.0	40.0	40.0
120-124	38.910727695679114	40.0	40.0	40.0	40.0	40.0
125-129	38.857507786973336	40.0	40.0	40.0	40.0	40.0
130-134	38.82611913019922	40.0	40.0	40.0	40.0	40.0
135-139	38.7803529670626	40.0	40.0	40.0	40.0	40.0
140-144	38.73973748774243	40.0	40.0	40.0	40.0	40.0
145-149	38.67940308986084	40.0	40.0	40.0	40.0	40.0
150-151	38.33172360155625	40.0	40.0	40.0	40.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.13442806511149286
1101	2	-0.05359682595555881
1101	3	-0.012777566178669986
1101	4	-0.012968866067929241
1101	5	-0.12602429123008818
1101	6	-0.0638990754928912
1101	7	-0.026523230763764616
1101	8	-0.09643895711771933
1101	9	0.04244008921339315
1101	10-14	-0.07518514725954617
1101	15-19	-0.02679748186963593
1101	20-24	0.008913546113426207
1101	25-29	0.036056684870921174
1101	30-34	0.05615582792194829
1101	35-39	0.07405558747124275
1101	40-44	0.06888690692094457
1101	45-49	0.04220430538821773
1101	50-54	0.033452072043374415
1101	55-59	0.024433050710058524
1101	60-64	0.0031522430206578633
1101	65-69	0.03632302918592245
1101	70-74	-0.005705200242175579
1101	75-79	0.04423198312905896
1101	80-84	0.03948515273157227
1101	85-89	0.023467151933928676
1101	90-94	0.08502147447677544
1101	95-99	0.06068405639922503
1101	100-104	0.06888475580304032
1101	105-109	0.0654044061733643
1101	110-114	0.123489031660732
1101	115-119	0.09998917787483208
1101	120-124	0.12589087091343032
1101	125-129	0.13445186981575574
1101	130-134	0.11370941617932573
1101	135-139	0.15028310778883736
1101	140-144	0.20725228675399165
1101	145-149	0.24007534478946724
1101	150-151	0.2420812749604906
1102	1	-0.14117999318032304
1102	2	-0.09641900897974409
1102	3	-0.05897775048089926
1102	4	-0.17693156635933605
1102	5	-0.042227824183235896
1102	6	-0.15239720014001534
1102	7	-0.07119665421566879
1102	8	0.10450303608455869
1102	9	-0.05719293188022334
1102	10-14	-0.07315182619617389
1102	15-19	0.023078235137212744
1102	20-24	-0.019380278316837973
1102	25-29	0.0032365825618683175
1102	30-34	-0.056598305602896914
1102	35-39	-0.04505905017909129
1102	40-44	-0.04784323480248531
1102	45-49	-0.03756276288778082
1102	50-54	-0.08065257564567929
1102	55-59	-0.08933201776750366
1102	60-64	-0.1712809336931045
1102	65-69	-0.07599137265001588
1102	70-74	-0.053899421272646464
1102	75-79	-0.04816968592236037
1102	80-84	-0.04611756289066449
1102	85-89	0.04319155471269909
1102	90-94	-0.05522569714140957
1102	95-99	0.012834237071032817
1102	100-104	0.006779491124156323
1102	105-109	0.03014072790971767
1102	110-114	0.06296444219557884
1102	115-119	0.12584253297379178
1102	120-124	0.08239012550447455
1102	125-129	0.13107330862305133
1102	130-134	0.20167208179214668
1102	135-139	0.20674894811779154
1102	140-144	0.18800032551742163
1102	145-149	0.2265147896575641
1102	150-151	0.2635246518744552
1103	1	-0.035560975475206646
1103	2	-0.24051069204003284
1103	3	-0.32857157435552864
1103	4	-0.13586760643141815
1103	5	-0.29379417289626275
1103	6	-0.3341515106986108
1103	7	-0.47727359128068514
1103	8	-0.22243816177958564
1103	9	-0.4690806507144245
1103	10-14	-0.43739940021544754
1103	15-19	-0.13592393047419904
1103	20-24	-0.03375762370706781
1103	25-29	-0.04967376773817733
